scope	p	m	x	factorization_x	d	I_residue	I_hit	II_eligible	II_residue	II_hit	I_y	I_z	I_identity_lhs	I_identity_rhs	II_y	II_z	II_identity_lhs	II_identity_rhs
REGISTERED_B23	2689	11	675	3^3*5^2	6075	1	0	0	7	0								
REGISTERED_B23	2689	11	675	3^3*5^2	10125	3	0	0	9	0								
REGISTERED_B23	2689	11	675	3^3*5^2	16875	10	0	0	5	0								
REGISTERED_B23	2689	11	675	3^3*5^2	18225	7	0	0	2	0								
REGISTERED_B23	2689	11	675	3^3*5^2	30375	2	0	0	8	0								
REGISTERED_B23	2689	11	675	3^3*5^2	50625	1	0	0	7	0								
REGISTERED_B23	2689	11	675	3^3*5^2	91125	10	0	0	5	0								
REGISTERED_B23	2689	11	675	3^3*5^2	151875	7	0	0	2	0								
REGISTERED_B23	2689	11	675	3^3*5^2	455625	3	0	0	9	0								
REGISTERED_B23	2689	15	676	2^2*13^2	1	5	0	1	2	0								
REGISTERED_B23	2689	15	676	2^2*13^2	2	6	0	1	3	0								
REGISTERED_B23	2689	15	676	2^2*13^2	4	8	0	1	5	0								
REGISTERED_B23	2689	15	676	2^2*13^2	8	12	0	1	9	0								
REGISTERED_B23	2689	15	676	2^2*13^2	13	2	0	1	14	0								
REGISTERED_B23	2689	15	676	2^2*13^2	16	5	0	1	2	0								
REGISTERED_B23	2689	15	676	2^2*13^2	26	0	1	1	12	0	121186	8472598004	2776359747671259776	2776359747671259776				
REGISTERED_B23	2689	15	676	2^2*13^2	52	11	0	1	8	0								
REGISTERED_B23	2689	15	676	2^2*13^2	104	3	0	1	0	1					139828	908882	343643659808384	343643659808384
REGISTERED_B23	2689	15	676	2^2*13^2	169	8	0	1	5	0								
REGISTERED_B23	2689	15	676	2^2*13^2	208	2	0	1	14	0								
REGISTERED_B23	2689	15	676	2^2*13^2	338	12	0	1	9	0								
REGISTERED_B23	2689	15	676	2^2*13^2	676	5	0	1	2	0								
REGISTERED_B23	2689	15	676	2^2*13^2	1352	6	0	0	3	0								
REGISTERED_B23	2689	15	676	2^2*13^2	2197	11	0	0	8	0								
REGISTERED_B23	2689	15	676	2^2*13^2	2704	8	0	0	5	0								
REGISTERED_B23	2689	15	676	2^2*13^2	4394	3	0	0	0	0								
REGISTERED_B23	2689	15	676	2^2*13^2	8788	2	0	0	14	0								
REGISTERED_B23	2689	15	676	2^2*13^2	17576	0	1	0	12	0	122356	12654434	4186727385266816	4186727385266816				
REGISTERED_B23	2689	15	676	2^2*13^2	28561	5	0	0	2	0								
REGISTERED_B23	2689	15	676	2^2*13^2	35152	11	0	0	8	0								
REGISTERED_B23	2689	15	676	2^2*13^2	57122	6	0	0	3	0								
REGISTERED_B23	2689	15	676	2^2*13^2	114244	8	0	0	5	0								
REGISTERED_B23	2689	15	676	2^2*13^2	228488	12	0	0	9	0								
REGISTERED_B23	2689	15	676	2^2*13^2	456976	5	0	0	2	0								
REGISTERED_B23	2689	19	677	677^1	1	7	0	1	13	0								
REGISTERED_B23	2689	19	677	677^1	677	18	0	1	5	0								
REGISTERED_B23	2689	19	677	677^1	458329	17	0	0	4	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	1	2	0	1	12	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	2	3	0	1	13	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	3	4	0	1	14	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	4	5	0	1	15	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	6	7	0	1	17	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	9	10	0	1	20	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	12	13	0	1	0	1					80670	4557855	997154025649200	997154025649200
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	18	19	0	1	6	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	36	14	0	1	1	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	113	22	0	1	9	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	226	20	0	1	7	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	339	18	0	1	5	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	452	16	0	1	3	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	678	12	0	1	22	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	1017	6	0	0	16	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	1356	0	1	0	10	0	79326	106653807	22944658752750384	22944658752750384				
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	2034	11	0	0	21	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	4068	21	0	0	8	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	12769	5	0	0	15	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	25538	9	0	0	19	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	38307	13	0	0	0	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	51076	17	0	0	4	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	76614	2	0	0	12	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	114921	14	0	0	1	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	153228	3	0	0	13	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	229842	4	0	0	14	0								
REGISTERED_B23	2689	23	678	2^1*3^1*113^1	459684	7	0	0	17	0								
REGISTERED_B23	12721	3	3181	3181^1	1	2	0	1	2	0								
REGISTERED_B23	12721	3	3181	3181^1	3181	2	0	1	2	0								
REGISTERED_B23	12721	3	3181	3181^1	10118761	2	0	0	2	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	1	2	0	1	5	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	2	3	0	1	6	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	4	5	0	1	1	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	37	3	0	1	6	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	43	2	0	1	5	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	74	5	0	1	1	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	86	3	0	1	6	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	148	2	0	1	5	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	172	5	0	1	1	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	1369	5	0	1	1	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	1591	3	0	1	6	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	1849	2	0	1	5	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	2738	2	0	1	5	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	3182	5	0	1	1	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	3698	3	0	0	6	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	5476	3	0	0	6	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	6364	2	0	0	5	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	7396	5	0	0	1	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	58867	5	0	0	1	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	68413	3	0	0	6	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	117734	2	0	0	5	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	136826	5	0	0	1	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	235468	3	0	0	6	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	273652	2	0	0	5	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	2531281	5	0	0	1	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	5062562	2	0	0	5	0								
REGISTERED_B23	12721	7	3182	2^1*37^1*43^1	10125124	3	0	0	6	0								
REGISTERED_B23	12721	11	3183	3^1*1061^1	1	10	0	1	5	0								
REGISTERED_B23	12721	11	3183	3^1*1061^1	3	1	0	1	7	0								
REGISTERED_B23	12721	11	3183	3^1*1061^1	9	7	0	1	2	0								
REGISTERED_B23	12721	11	3183	3^1*1061^1	1061	3	0	1	9	0								
REGISTERED_B23	12721	11	3183	3^1*1061^1	3183	2	0	1	8	0								
REGISTERED_B23	12721	11	3183	3^1*1061^1	9549	10	0	0	5	0								
REGISTERED_B23	12721	11	3183	3^1*1061^1	1125721	1	0	0	7	0								
REGISTERED_B23	12721	11	3183	3^1*1061^1	3377163	7	0	0	2	0								
REGISTERED_B23	12721	11	3183	3^1*1061^1	10131489	3	0	0	9	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	1	5	0	1	5	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	2	6	0	1	6	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	4	8	0	1	8	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	8	12	0	1	12	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	16	5	0	1	5	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	32	6	0	1	6	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	64	8	0	1	8	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	128	12	0	1	12	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	199	8	0	1	8	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	256	5	0	1	5	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	398	12	0	1	12	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	796	5	0	1	5	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	1592	6	0	1	6	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	3184	8	0	1	8	0								
